Subject,Scene,FixationNumber,x,y,Duration,Task
1,familiar_71,17,869,428,162,freeviewing
1,familiar_71,18,887,431,214,freeviewing
1,familiar_71,19,836,456,250,freeviewing
1,familiar_76,1,574,730,328,freeviewing
1,familiar_76,2,558,764,207,freeviewing
1,familiar_76,3,569,685,377,freeviewing
1,familiar_76,4,573,738,230,freeviewing
1,familiar_76,5,595,734,204,freeviewing
1,familiar_76,6,619,1048,221,freeviewing
1,familiar_76,7,614,1028,215,freeviewing
1,familiar_76,8,568,797,240,freeviewing
1,familiar_76,9,425,880,237,freeviewing
1,familiar_76,10,1073,447,254,freeviewing
1,familiar_76,11,591,767,197,freeviewing
1,familiar_76,12,589,732,350,freeviewing
1,familiar_76,13,554,725,302,freeviewing
1,familiar_76,14,538,741,40,freeviewing
1,familiar_76,15,498,748,996,freeviewing
1,familiar_93,1,960,547,248,freeviewing
1,familiar_93,2,206,527,192,freeviewing
1,familiar_93,3,378,1047,249,freeviewing
1,familiar_93,4,955,888,118,freeviewing
1,familiar_93,5,934,927,209,freeviewing
1,familiar_93,6,875,1005,148,freeviewing
1,familiar_93,7,1154,942,143,freeviewing
1,familiar_93,8,1222,794,184,freeviewing
1,familiar_93,9,1149,950,181,freeviewing
1,familiar_93,10,1233,684,183,freeviewing
1,familiar_93,11,1231,500,205,freeviewing
1,familiar_93,12,948,62,231,freeviewing
1,familiar_93,13,1021,141,194,freeviewing
1,familiar_93,14,212,471,197,freeviewing
1,familiar_93,15,220,567,176,freeviewing
1,familiar_93,16,378,1075,260,freeviewing
1,novel_36,1,327,888,254,freeviewing
1,novel_36,2,571,1030,251,freeviewing
1,novel_36,3,447,1057,196,freeviewing
1,novel_36,4,612,605,201,freeviewing
1,novel_36,5,468,590,265,freeviewing
1,novel_36,6,965,995,249,freeviewing
1,novel_36,7,1374,927,158,freeviewing
1,novel_36,8,1012,1025,261,freeviewing
1,novel_36,9,1350,958,215,freeviewing
1,novel_36,10,1340,672,210,freeviewing
1,novel_36,11,1287,419,304,freeviewing
1,novel_36,12,914,736,264,freeviewing
1,familiar_24,1,560,726,279,freeviewing
1,familiar_24,2,408,630,254,freeviewing
1,familiar_24,3,323,727,251,freeviewing
1,familiar_24,4,162,523,167,freeviewing
1,familiar_24,5,248,825,212,freeviewing
1,familiar_24,6,231,813,152,freeviewing
1,familiar_24,7,266,900,159,freeviewing
1,familiar_24,8,58,988,238,freeviewing
1,familiar_24,9,98,402,199,freeviewing
1,familiar_24,10,233,189,270,freeviewing
1,familiar_24,11,465,108,466,freeviewing
1,familiar_24,12,531,152,222,freeviewing
1,familiar_24,13,804,475,293,freeviewing
1,familiar_24,14,681,472,234,freeviewing
1,familiar_24,15,656,468,138,freeviewing
1,familiar_24,16,655,557,296,freeviewing
1,familiar_24,17,671,479,310,freeviewing
1,familiar_24,18,828,470,272,freeviewing
1,familiar_81,1,1041,539,370,freeviewing
1,familiar_81,2,1408,430,179,freeviewing
1,familiar_81,3,282,471,140,freeviewing
1,familiar_81,4,230,490,166,freeviewing
1,familiar_81,5,312,657,181,freeviewing
1,familiar_81,6,306,1068,244,freeviewing
1,familiar_81,7,1014,589,265,freeviewing
1,familiar_81,8,713,735,212,freeviewing
1,familiar_81,9,508,886,236,freeviewing
1,familiar_81,10,262,993,139,freeviewing
1,familiar_81,11,502,853,239,freeviewing
1,familiar_81,12,557,1077,174,freeviewing
1,novel_91,1,1154,170,116,freeviewing
1,novel_91,2,1148,181,102,freeviewing
1,novel_91,3,1140,765,205,freeviewing
1,novel_91,4,1179,688,176,freeviewing
1,novel_91,5,1255,533,272,freeviewing
1,novel_91,6,1211,514,264,freeviewing
1,novel_91,7,1338,543,230,freeviewing
1,novel_91,8,1389,476,208,freeviewing
1,novel_91,9,1118,337,263,freeviewing
1,novel_91,10,1107,362,241,freeviewing
1,novel_91,11,968,464,182,freeviewing
1,novel_91,12,743,503,257,freeviewing
1,novel_91,13,682,625,249,freeviewing
1,novel_91,14,585,653,133,freeviewing
1,novel_91,15,604,556,162,freeviewing
1,novel_91,16,542,638,242,freeviewing
1,novel_91,17,574,738,273,freeviewing
1,novel_91,18,193,543,162,freeviewing
1,novel_91,19,123,793,329,freeviewing
1,familiar_30,1,688,506,239,freeviewing
1,familiar_30,2,503,642,293,freeviewing
1,familiar_30,3,848,937,227,freeviewing
1,familiar_30,4,625,830,257,freeviewing
1,familiar_30,5,629,860,99,freeviewing
1,familiar_30,6,627,646,194,freeviewing
1,familiar_30,7,612,831,325,freeviewing
1,familiar_30,8,589,866,27,freeviewing
1,familiar_30,9,594,1003,266,freeviewing
1,familiar_30,10,645,613,263,freeviewing
1,familiar_30,11,880,443,175,freeviewing
1,familiar_30,12,497,426,252,freeviewing
1,familiar_30,13,473,469,171,freeviewing
1,familiar_30,14,596,444,252,freeviewing
1,familiar_30,15,317,467,241,freeviewing
1,familiar_30,16,889,249,247,freeviewing
1,familiar_30,17,866,319,186,freeviewing
1,familiar_30,18,910,519,94,freeviewing
1,familiar_30,19,779,370,205,freeviewing
1,familiar_30,20,1095,419,160,freeviewing
1,novel_40,1,685,655,281,freeviewing
1,novel_40,2,893,974,235,freeviewing
1,novel_40,3,1127,902,187,freeviewing
1,novel_40,4,1167,782,192,freeviewing
1,novel_40,5,1108,590,227,freeviewing
1,novel_40,6,1094,614,213,freeviewing
1,novel_40,7,974,633,222,freeviewing
1,novel_40,8,721,671,305,freeviewing
1,novel_40,9,398,891,198,freeviewing
1,novel_40,10,174,804,299,freeviewing
1,novel_40,11,278,418,252,freeviewing
1,novel_40,12,452,406,159,freeviewing
1,novel_40,13,430,397,137,freeviewing
1,novel_40,14,442,463,291,freeviewing
1,novel_40,15,461,556,76,freeviewing
1,novel_40,16,510,384,254,freeviewing
1,novel_40,17,628,66,248,freeviewing
1,novel_40,18,637,33,332,freeviewing
1,novel_40,19,601,36,298,freeviewing
1,familiar_83,1,733,542,246,freeviewing
1,familiar_83,2,1067,823,156,freeviewing
1,familiar_83,3,894,198,207,freeviewing
1,familiar_83,4,1279,769,103,freeviewing
1,familiar_83,5,918,105,231,freeviewing
1,familiar_83,6,888,271,204,freeviewing
1,familiar_83,7,550,242,197,freeviewing
1,familiar_83,8,292,462,204,freeviewing
1,familiar_83,9,53,861,250,freeviewing
1,familiar_83,10,476,785,175,freeviewing
1,familiar_83,11,392,1013,264,freeviewing
1,familiar_83,12,1040,839,285,freeviewing
1,familiar_83,13,1193,1032,284,freeviewing
1,familiar_83,14,1316,774,191,freeviewing
1,familiar_83,15,1380,710,156,freeviewing
1,familiar_83,16,1070,929,211,freeviewing
1,familiar_83,17,1218,1070,283,freeviewing
1,familiar_14,1,943,678,324,freeviewing
1,familiar_14,2,1280,926,206,freeviewing
1,familiar_14,3,1362,689,201,freeviewing
1,familiar_14,4,1275,642,207,freeviewing
1,familiar_14,5,466,720,285,freeviewing
1,familiar_14,6,315,493,193,freeviewing
1,familiar_14,7,632,691,268,freeviewing
1,familiar_34,1,1059,313,140,freeviewing
1,familiar_34,2,860,653,304,freeviewing
1,familiar_34,3,1078,281,297,freeviewing
1,familiar_34,4,1061,327,310,freeviewing
1,familiar_34,5,1072,304,313,freeviewing
1,familiar_34,6,883,461,225,freeviewing
1,familiar_34,7,525,405,226,freeviewing
1,familiar_34,8,409,586,152,freeviewing
1,familiar_34,9,205,424,204,freeviewing
1,familiar_34,10,142,577,201,freeviewing
1,familiar_34,11,279,424,228,freeviewing
1,familiar_34,12,561,379,239,freeviewing
1,familiar_34,13,473,431,261,freeviewing
1,familiar_34,14,219,470,216,freeviewing
1,familiar_34,15,256,883,213,freeviewing
1,familiar_34,16,345,933,187,freeviewing
1,familiar_34,17,345,810,246,freeviewing
1,familiar_34,18,413,576,297,freeviewing
1,familiar_63,1,476,492,226,freeviewing
1,familiar_63,2,173,461,317,freeviewing
1,familiar_63,3,375,711,257,freeviewing
1,familiar_63,4,507,661,164,freeviewing
1,familiar_63,5,358,763,237,freeviewing
1,familiar_63,6,216,829,182,freeviewing
1,familiar_63,7,141,1026,208,freeviewing
1,familiar_63,8,1113,785,230,freeviewing
1,familiar_63,9,1078,724,189,freeviewing
1,familiar_63,10,1038,587,304,freeviewing
1,familiar_63,11,1391,529,227,freeviewing
1,familiar_63,12,1168,913,313,freeviewing
1,familiar_63,13,1120,803,298,freeviewing
1,familiar_63,14,252,293,225,freeviewing
1,familiar_63,15,239,217,184,freeviewing
1,familiar_63,16,484,528,314,freeviewing
1,familiar_63,17,882,467,138,freeviewing
1,novel_56,1,763,842,207,freeviewing
1,novel_56,2,411,471,191,freeviewing
1,novel_56,3,586,860,189,freeviewing
1,novel_56,4,217,722,187,freeviewing
1,novel_56,5,570,827,258,freeviewing
1,novel_56,6,618,772,182,freeviewing
1,novel_56,7,617,663,213,freeviewing
1,novel_56,8,565,836,219,freeviewing
1,novel_56,9,366,936,302,freeviewing
1,novel_56,10,519,882,309,freeviewing
1,novel_56,11,828,553,236,freeviewing
1,novel_56,12,792,555,251,freeviewing
1,novel_56,13,771,851,227,freeviewing
1,familiar_73,1,688,461,142,freeviewing
1,familiar_73,2,800,595,373,freeviewing
1,familiar_73,3,474,595,284,freeviewing
1,familiar_73,4,328,740,149,freeviewing
1,familiar_73,5,287,469,163,freeviewing
1,familiar_73,6,639,212,234,freeviewing
1,familiar_73,7,306,827,170,freeviewing
1,familiar_73,8,222,834,169,freeviewing
1,familiar_73,9,355,728,137,freeviewing
1,familiar_73,10,396,1064,152,freeviewing
1,familiar_73,11,338,685,166,freeviewing
1,familiar_73,12,305,496,139,freeviewing
1,familiar_73,13,336,767,305,freeviewing
1,familiar_73,14,692,914,222,freeviewing
1,familiar_73,15,1003,936,259,freeviewing
1,familiar_73,16,1029,742,117,freeviewing
1,familiar_73,17,916,1004,249,freeviewing
1,familiar_73,18,1326,997,147,freeviewing
1,familiar_73,19,932,1036,409,freeviewing
1,novel_69,1,625,511,236,freeviewing
1,novel_69,2,532,489,254,freeviewing
1,novel_69,3,370,701,252,freeviewing
1,novel_69,4,248,1019,237,freeviewing
1,novel_69,5,122,1001,233,freeviewing
1,novel_69,6,181,736,131,freeviewing
1,novel_69,7,911,1018,220,freeviewing
1,novel_69,8,910,1016,223,freeviewing
1,novel_54,1,865,602,103,freeviewing
1,novel_54,2,581,537,155,freeviewing
1,novel_54,3,846,628,258,freeviewing
1,novel_54,4,733,722,253,freeviewing
1,novel_54,5,828,714,188,freeviewing
1,novel_54,6,354,676,176,freeviewing
1,novel_54,7,153,317,205,freeviewing
1,novel_54,8,262,913,235,freeviewing
1,novel_54,9,172,1074,237,freeviewing
1,novel_54,10,664,606,272,freeviewing
1,novel_54,11,1060,665,242,freeviewing
1,novel_54,12,1100,952,250,freeviewing
1,novel_54,13,1070,1046,219,freeviewing
1,novel_84,1,211,611,216,freeviewing
1,novel_84,2,1123,749,303,freeviewing
1,novel_84,3,1351,699,319,freeviewing
1,novel_84,4,1358,1020,435,freeviewing
1,novel_84,5,844,759,241,freeviewing
1,novel_84,6,1275,1029,121,freeviewing
1,novel_84,7,535,616,228,freeviewing
1,novel_84,8,586,717,341,freeviewing
1,novel_84,9,222,1067,313,freeviewing
1,novel_84,10,92,1075,50,freeviewing
1,novel_84,11,117,907,293,freeviewing
1,novel_50,1,750,540,341,freeviewing
1,novel_50,2,944,432,198,freeviewing
1,novel_50,3,652,202,278,freeviewing
1,novel_50,4,444,396,243,freeviewing
1,novel_50,5,267,454,246,freeviewing
1,novel_50,6,406,674,229,freeviewing
1,novel_50,7,831,494,261,freeviewing
1,novel_50,8,933,302,243,freeviewing
1,novel_50,9,1073,75,228,freeviewing
1,novel_50,10,1243,452,250,freeviewing
1,novel_50,11,1055,811,192,freeviewing
1,novel_50,12,675,809,171,freeviewing
1,novel_50,13,1315,973,263,freeviewing
1,novel_50,14,1381,866,162,freeviewing
1,novel_50,15,1185,939,210,freeviewing
1,novel_50,16,710,323,332,freeviewing
1,novel_50,17,627,235,276,freeviewing
1,novel_24,1,752,733,301,freeviewing
1,novel_24,2,742,759,271,freeviewing
1,novel_24,3,551,970,287,freeviewing
1,novel_24,4,366,963,293,freeviewing
1,novel_24,5,112,915,115,freeviewing
1,novel_24,6,507,719,215,freeviewing
1,novel_24,7,183,709,144,freeviewing
1,novel_24,8,412,738,590,freeviewing
1,novel_24,9,889,613,293,freeviewing
1,novel_24,10,933,441,250,freeviewing
1,novel_24,11,723,742,201,freeviewing
1,novel_24,12,900,378,225,freeviewing
1,novel_24,13,835,253,55,freeviewing
1,novel_24,14,819,212,235,freeviewing
1,novel_24,15,705,71,237,freeviewing
1,novel_24,16,419,79,510,freeviewing
1,novel_24,17,221,228,195,freeviewing
1,novel_31,1,559,613,201,freeviewing
1,novel_31,2,221,779,205,freeviewing
1,novel_31,3,427,1028,179,freeviewing
1,novel_31,4,111,1049,211,freeviewing
1,novel_31,5,635,933,230,freeviewing
1,novel_31,6,1221,610,284,freeviewing
1,novel_31,7,1017,611,262,freeviewing
1,novel_31,8,547,364,243,freeviewing
1,novel_31,9,412,339,186,freeviewing
1,novel_31,10,422,615,244,freeviewing
1,novel_31,11,221,535,219,freeviewing
1,novel_31,12,156,188,268,freeviewing
1,novel_31,13,736,811,151,freeviewing
1,novel_31,14,42,577,132,freeviewing
1,novel_31,15,875,686,242,freeviewing
1,novel_31,16,811,596,307,freeviewing
1,novel_100,1,1182,281,121,freeviewing
1,novel_100,2,911,613,199,freeviewing
1,novel_100,3,930,610,31,freeviewing
1,novel_100,4,791,686,259,freeviewing
1,novel_100,5,362,721,193,freeviewing
1,novel_100,6,606,953,125,freeviewing
1,novel_100,7,394,751,204,freeviewing
1,novel_100,8,450,976,198,freeviewing
1,novel_100,9,354,1010,192,freeviewing
1,novel_100,10,143,1022,206,freeviewing
1,novel_100,11,285,740,146,freeviewing
1,novel_100,12,189,865,172,freeviewing
1,novel_100,13,122,911,215,freeviewing
1,novel_100,14,251,731,225,freeviewing
1,novel_100,15,64,359,261,freeviewing
1,novel_100,16,31,413,179,freeviewing
1,novel_100,17,377,321,381,freeviewing
1,novel_100,18,317,353,264,freeviewing
1,novel_2,1,740,753,197,freeviewing
1,novel_2,2,464,574,147,freeviewing
1,novel_2,3,279,149,231,freeviewing
1,novel_2,4,567,229,178,freeviewing
1,novel_2,5,295,151,164,freeviewing
1,novel_2,6,560,227,311,freeviewing
1,novel_2,7,444,585,296,freeviewing
1,novel_2,8,347,526,184,freeviewing
1,novel_2,9,72,948,258,freeviewing
1,novel_2,10,67,1075,140,freeviewing
1,novel_2,11,124,572,253,freeviewing
1,novel_2,12,170,667,227,freeviewing
1,novel_2,13,828,832,280,freeviewing
1,novel_2,14,570,252,234,freeviewing
1,novel_2,15,317,127,193,freeviewing
1,novel_2,16,553,429,308,freeviewing
1,novel_2,17,813,479,244,freeviewing
1,novel_2,18,1192,470,325,freeviewing
1,familiar_3,1,527,274,238,freeviewing
1,familiar_3,2,389,386,111,freeviewing
1,familiar_3,3,627,346,205,freeviewing
1,familiar_3,4,815,139,132,freeviewing
1,familiar_3,5,710,530,228,freeviewing
1,familiar_3,6,100,473,192,freeviewing
1,familiar_3,7,368,809,308,freeviewing
1,familiar_3,8,1059,1009,230,freeviewing
1,familiar_3,9,670,285,238,freeviewing
1,familiar_3,10,1236,805,173,freeviewing
1,familiar_3,11,350,218,131,freeviewing
1,familiar_3,12,1203,792,247,freeviewing
1,familiar_3,13,1394,952,308,freeviewing
1,familiar_3,14,1387,988,234,freeviewing
1,familiar_3,15,1002,326,217,freeviewing
1,familiar_100,1,1313,572,318,freeviewing
1,familiar_100,2,1343,542,333,freeviewing
1,familiar_100,3,1072,653,263,freeviewing
1,familiar_100,4,1114,695,251,freeviewing
1,familiar_100,5,820,923,256,freeviewing
1,familiar_100,6,378,683,274,freeviewing
1,familiar_100,7,195,744,259,freeviewing
1,familiar_100,8,25,1049,210,freeviewing
1,familiar_100,9,424,1039,203,freeviewing
1,familiar_100,10,427,1000,321,freeviewing
1,familiar_100,11,462,860,303,freeviewing
1,familiar_100,12,381,715,222,freeviewing
1,familiar_100,13,722,864,270,freeviewing
1,familiar_100,14,790,1046,267,freeviewing
1,familiar_100,15,1329,590,137,freeviewing
1,familiar_100,16,891,1008,213,freeviewing
1,novel_21,1,588,620,276,freeviewing
1,novel_21,2,447,474,261,freeviewing
1,novel_21,3,462,369,152,freeviewing
1,novel_21,4,172,773,418,freeviewing
1,novel_21,5,186,654,139,freeviewing
1,novel_21,6,234,789,260,freeviewing
1,novel_21,7,449,953,224,freeviewing
1,novel_21,8,706,977,225,freeviewing
1,novel_21,9,792,910,194,freeviewing
1,novel_21,10,966,838,236,freeviewing
1,novel_21,11,971,725,204,freeviewing
1,novel_21,12,1208,618,136,freeviewing
1,novel_21,13,952,669,290,freeviewing
1,novel_21,14,1285,662,220,freeviewing
1,novel_21,15,1379,686,172,freeviewing
1,novel_21,16,1207,629,166,freeviewing
1,novel_21,17,1351,621,263,freeviewing
1,novel_21,18,1330,448,157,freeviewing
1,novel_21,19,1338,586,224,freeviewing
1,familiar_18,1,744,574,277,freeviewing
1,familiar_18,2,628,361,319,freeviewing
1,familiar_18,3,538,496,227,freeviewing
1,familiar_18,4,512,780,200,freeviewing
1,familiar_18,5,121,163,235,freeviewing
1,familiar_18,6,35,539,161,freeviewing
1,familiar_18,7,65,599,301,freeviewing
1,familiar_18,8,252,736,181,freeviewing
1,familiar_18,9,167,560,212,freeviewing
1,familiar_18,10,405,377,261,freeviewing
1,familiar_18,11,615,379,293,freeviewing
1,familiar_18,12,473,364,204,freeviewing
1,familiar_18,13,568,378,255,freeviewing
1,familiar_18,14,624,348,288,freeviewing
1,familiar_18,15,777,338,285,freeviewing
1,familiar_18,16,1253,636,220,freeviewing
1,familiar_18,17,1272,583,146,freeviewing
1,familiar_18,18,1260,635,241,freeviewing
1,familiar_40,1,556,545,470,freeviewing
1,familiar_40,2,947,589,312,freeviewing
1,familiar_40,3,1038,500,326,freeviewing
1,familiar_40,4,1215,679,220,freeviewing
1,familiar_40,5,1186,800,265,freeviewing
1,familiar_40,6,1237,652,238,freeviewing
1,familiar_40,7,1227,495,185,freeviewing
1,familiar_40,8,1271,523,472,freeviewing
1,familiar_40,9,1039,501,518,freeviewing
1,familiar_40,10,1071,500,230,freeviewing
1,familiar_40,11,1152,427,353,freeviewing
1,familiar_40,12,1406,615,184,freeviewing
1,familiar_40,13,1229,326,144,freeviewing
1,familiar_40,14,1387,595,217,freeviewing
1,familiar_40,15,1396,672,233,freeviewing
1,novel_80,1,732,523,358,freeviewing
1,novel_80,2,606,841,223,freeviewing
1,novel_80,3,98,276,233,freeviewing
1,novel_80,4,61,436,214,freeviewing
1,novel_80,5,511,150,209,freeviewing
1,novel_80,6,465,141,193,freeviewing
1,novel_80,7,493,162,214,freeviewing
1,novel_80,8,871,344,255,freeviewing
1,novel_80,9,835,364,204,freeviewing
1,novel_80,10,643,360,281,freeviewing
1,novel_80,11,878,614,318,freeviewing
1,novel_80,12,473,594,230,freeviewing
1,novel_80,13,655,843,251,freeviewing
1,novel_80,14,728,700,214,freeviewing
1,novel_80,15,966,880,190,freeviewing
1,novel_80,16,972,822,386,freeviewing
1,novel_80,17,1000,843,239,freeviewing
1,novel_61,1,887,793,332,freeviewing
1,novel_61,2,389,867,318,freeviewing
1,novel_61,3,104,991,252,freeviewing
1,novel_61,4,164,1032,229,freeviewing
1,novel_61,5,391,918,213,freeviewing
1,novel_61,6,359,1040,316,freeviewing
1,novel_61,7,404,1064,299,freeviewing
1,novel_61,8,991,883,238,freeviewing
1,novel_61,9,1071,530,204,freeviewing
1,novel_61,10,1060,552,588,freeviewing
1,novel_61,11,664,511,206,freeviewing
1,novel_61,12,1023,404,218,freeviewing
1,novel_9,1,641,764,298,freeviewing
1,novel_9,2,106,741,181,freeviewing
1,novel_9,3,172,578,109,freeviewing
1,novel_9,4,57,720,229,freeviewing
1,novel_9,5,309,1079,335,freeviewing
1,novel_9,6,806,1063,179,freeviewing
1,novel_9,7,748,524,253,freeviewing
1,novel_9,8,1285,682,260,freeviewing
1,novel_9,9,1219,370,140,freeviewing
1,novel_9,10,967,702,252,freeviewing
1,novel_9,11,761,582,235,freeviewing
1,novel_9,12,524,769,143,freeviewing
1,novel_9,13,723,408,210,freeviewing
1,novel_9,14,477,498,215,freeviewing
1,novel_9,15,256,628,196,freeviewing
1,novel_9,16,542,776,155,freeviewing
1,novel_39,1,1133,632,188,freeviewing
1,novel_39,2,998,313,127,freeviewing
1,novel_39,3,1395,309,225,freeviewing
1,novel_39,4,1247,673,197,freeviewing
1,novel_39,5,1289,631,116,freeviewing
1,novel_39,6,1149,717,170,freeviewing
1,novel_39,7,1311,565,158,freeviewing
1,novel_39,8,1270,529,140,freeviewing
1,novel_39,9,1377,570,231,freeviewing
1,novel_39,10,1422,605,295,freeviewing
1,novel_39,11,749,779,181,freeviewing
1,novel_39,12,1250,645,408,freeviewing
1,novel_39,13,1356,747,181,freeviewing
1,novel_39,14,1118,1029,159,freeviewing
1,novel_39,15,669,766,176,freeviewing
1,novel_39,16,696,645,205,freeviewing
1,novel_39,17,702,332,316,freeviewing
1,familiar_19,1,922,505,249,freeviewing
1,familiar_19,2,932,628,229,freeviewing
1,familiar_19,3,967,402,324,freeviewing
1,familiar_19,4,1264,476,319,freeviewing
1,familiar_19,5,1358,908,242,freeviewing
1,familiar_19,6,1257,1009,244,freeviewing
1,familiar_19,7,1037,1008,299,freeviewing
1,familiar_19,8,986,926,275,freeviewing
1,familiar_19,9,994,801,253,freeviewing
1,familiar_19,10,1005,648,267,freeviewing
1,familiar_19,11,1013,584,310,freeviewing
1,familiar_19,12,896,513,289,freeviewing
1,familiar_19,13,912,632,289,freeviewing
1,familiar_19,14,1006,638,242,freeviewing
1,familiar_19,15,1109,376,391,freeviewing
1,familiar_19,16,1212,89,127,freeviewing
1,familiar_47,1,672,711,205,freeviewing
1,familiar_47,2,378,433,230,freeviewing
1,familiar_47,3,645,984,113,freeviewing
1,familiar_47,4,342,414,689,freeviewing
1,familiar_47,5,643,934,227,freeviewing
1,familiar_47,6,629,1005,320,freeviewing
1,familiar_47,7,583,1059,255,freeviewing
1,familiar_47,8,661,749,236,freeviewing
1,familiar_47,9,656,722,251,freeviewing
1,familiar_47,10,810,890,254,freeviewing
1,familiar_47,11,732,913,276,freeviewing
1,familiar_47,12,930,606,166,freeviewing
1,familiar_47,13,775,1059,215,freeviewing
1,familiar_47,14,757,1053,130,freeviewing
1,familiar_47,15,636,991,185,freeviewing
1,novel_58,1,618,710,240,freeviewing
1,novel_58,2,962,686,290,freeviewing
1,novel_58,3,757,874,260,freeviewing
1,novel_58,4,771,919,188,freeviewing
1,novel_58,5,986,981,227,freeviewing
1,novel_58,6,1195,710,368,freeviewing
1,novel_58,7,1247,949,230,freeviewing
1,novel_58,8,1238,554,235,freeviewing
1,novel_58,9,1212,1019,233,freeviewing
1,novel_58,10,982,820,310,freeviewing
1,novel_58,11,961,702,174,freeviewing
1,novel_58,12,972,947,229,freeviewing
1,novel_58,13,778,937,253,freeviewing
1,novel_58,14,415,996,236,freeviewing
1,novel_58,15,448,784,206,freeviewing
1,novel_58,16,231,1042,198,freeviewing
1,novel_58,17,173,733,212,freeviewing
1,familiar_29,1,895,374,218,freeviewing
1,familiar_29,2,884,351,205,freeviewing
1,familiar_29,3,884,409,290,freeviewing
1,familiar_29,4,882,357,225,freeviewing
1,familiar_29,5,625,236,276,freeviewing
1,familiar_29,6,507,404,227,freeviewing
1,familiar_29,7,1298,939,280,freeviewing
1,familiar_29,8,1390,638,288,freeviewing
1,familiar_29,9,1394,660,232,freeviewing
1,familiar_29,10,1383,684,213,freeviewing
1,familiar_29,11,976,929,254,freeviewing
1,familiar_29,12,783,822,241,freeviewing
1,familiar_29,13,622,783,247,freeviewing
1,familiar_29,14,467,762,237,freeviewing
1,familiar_29,15,393,678,250,freeviewing
1,novel_68,1,763,421,250,freeviewing
1,novel_68,2,781,379,154,freeviewing
1,novel_68,3,899,526,227,freeviewing
1,novel_68,4,903,605,124,freeviewing
1,novel_68,5,840,528,180,freeviewing
1,novel_68,6,596,445,206,freeviewing
1,novel_68,7,567,191,234,freeviewing
1,novel_68,8,254,404,151,freeviewing
1,novel_68,9,553,66,177,freeviewing
1,novel_68,10,549,86,160,freeviewing
1,novel_68,11,810,94,312,freeviewing
1,novel_68,12,1429,30,228,freeviewing
1,novel_68,13,1359,111,269,freeviewing
1,novel_68,14,747,390,199,freeviewing
1,novel_68,15,779,451,38,freeviewing
1,novel_68,16,818,482,37,freeviewing
1,novel_68,17,881,510,202,freeviewing
1,novel_68,18,582,451,192,freeviewing
1,novel_68,19,746,597,286,freeviewing
1,novel_68,20,225,955,234,freeviewing
1,novel_68,21,309,561,161,freeviewing
1,novel_68,22,150,930,269,freeviewing
1,familiar_66,1,948,514,525,freeviewing
1,familiar_66,2,995,521,260,freeviewing
1,familiar_66,3,1175,470,200,freeviewing
1,familiar_66,4,917,698,237,freeviewing
1,familiar_66,5,1120,860,278,freeviewing
1,familiar_66,6,1194,899,204,freeviewing
1,familiar_66,7,1215,816,162,freeviewing
1,familiar_66,8,860,944,214,freeviewing
1,familiar_66,9,640,839,221,freeviewing
1,familiar_66,10,150,494,163,freeviewing
1,familiar_66,11,330,523,199,freeviewing
1,familiar_66,12,503,493,312,freeviewing
1,familiar_66,13,577,211,191,freeviewing
1,familiar_66,14,562,366,229,freeviewing
1,familiar_66,15,985,498,207,freeviewing
1,familiar_66,16,998,525,99,freeviewing
1,familiar_66,17,943,509,711,freeviewing
1,novel_78,1,673,663,185,freeviewing
1,novel_78,2,472,588,209,freeviewing
1,novel_78,3,890,277,279,freeviewing
1,novel_78,4,626,160,289,freeviewing
1,novel_78,5,513,196,172,freeviewing
1,novel_78,6,206,375,253,freeviewing
1,novel_78,7,200,822,176,freeviewing
1,novel_78,8,121,558,265,freeviewing
1,novel_78,9,362,687,293,freeviewing
1,novel_78,10,689,655,181,freeviewing
1,novel_78,11,756,801,282,freeviewing
1,novel_78,12,796,627,218,freeviewing
1,novel_78,13,982,698,163,freeviewing
1,novel_78,14,771,561,265,freeviewing
1,novel_78,15,688,559,240,freeviewing
1,novel_78,16,776,1038,101,freeviewing
1,novel_78,17,605,496,240,freeviewing
1,novel_78,18,451,1041,231,freeviewing
1,novel_97,1,615,605,215,freeviewing
1,novel_97,2,599,675,211,freeviewing
1,novel_97,3,787,425,511,freeviewing
1,novel_97,4,1078,450,583,freeviewing
1,novel_97,5,1011,536,190,freeviewing
1,novel_97,6,970,679,234,freeviewing
1,novel_97,7,778,434,421,freeviewing
1,novel_97,8,789,494,176,freeviewing
1,novel_97,9,769,461,181,freeviewing
1,novel_97,10,772,433,318,freeviewing
1,novel_97,11,770,380,173,freeviewing
1,novel_97,12,362,754,269,freeviewing
1,novel_97,13,345,697,202,freeviewing
1,novel_97,14,562,704,261,freeviewing
1,novel_97,15,600,595,233,freeviewing
1,novel_97,16,87,787,453,freeviewing
1,familiar_95,1,939,549,138,freeviewing
1,familiar_95,2,592,593,217,freeviewing
1,familiar_95,3,386,289,163,freeviewing
1,familiar_95,4,868,131,187,freeviewing
1,familiar_95,5,811,261,147,freeviewing
1,familiar_95,6,954,525,246,freeviewing
1,familiar_95,7,1239,834,289,freeviewing
1,familiar_95,8,1305,911,143,freeviewing
1,familiar_95,9,554,787,276,freeviewing
1,familiar_95,10,52,989,326,freeviewing
1,novel_85,1,381,455,260,freeviewing
1,novel_85,2,354,549,272,freeviewing
1,novel_85,3,854,218,285,freeviewing
1,novel_85,4,1194,423,137,freeviewing
1,novel_85,5,838,207,234,freeviewing
1,novel_85,6,846,214,212,freeviewing
1,novel_85,7,356,347,137,freeviewing
