Subject,Scene,FixationNumber,x,y,Duration,Task
1,novel_85,8,320,376,273,freeviewing
1,novel_85,9,668,366,202,freeviewing
1,novel_85,10,875,713,191,freeviewing
1,novel_85,11,710,758,204,freeviewing
1,novel_85,12,1094,584,536,freeviewing
1,novel_85,13,1094,685,431,freeviewing
1,novel_85,14,1096,587,704,freeviewing
1,novel_85,15,1203,493,283,freeviewing
1,familiar_82,1,710,498,199,freeviewing
1,familiar_82,2,731,812,242,freeviewing
1,familiar_82,3,696,775,165,freeviewing
1,familiar_82,4,1267,702,236,freeviewing
1,familiar_82,5,581,881,215,freeviewing
1,familiar_82,6,243,473,175,freeviewing
1,familiar_82,7,1161,1001,223,freeviewing
1,familiar_82,8,1146,993,477,freeviewing
1,familiar_82,9,455,920,271,freeviewing
1,familiar_82,10,532,921,173,freeviewing
1,familiar_82,11,568,990,204,freeviewing
1,familiar_82,12,565,992,492,freeviewing
1,familiar_36,1,642,729,157,freeviewing
1,familiar_36,2,919,450,1229,freeviewing
1,familiar_36,3,1116,331,230,freeviewing
1,familiar_36,4,1175,351,519,freeviewing
1,familiar_36,5,1412,250,120,freeviewing
1,familiar_36,6,1271,547,473,freeviewing
1,familiar_36,7,1242,554,239,freeviewing
1,familiar_36,8,1239,504,595,freeviewing
1,familiar_36,9,1272,504,330,freeviewing
1,familiar_36,10,1291,553,193,freeviewing
1,familiar_36,11,1294,612,394,freeviewing
1,novel_89,1,1131,339,251,freeviewing
1,novel_89,2,1224,470,191,freeviewing
1,novel_89,3,1069,658,215,freeviewing
1,novel_89,4,1088,606,230,freeviewing
1,novel_89,5,1086,954,103,freeviewing
1,novel_89,6,1070,569,424,freeviewing
1,novel_89,7,256,458,277,freeviewing
1,novel_89,8,194,202,257,freeviewing
1,novel_89,9,104,359,243,freeviewing
1,novel_89,10,185,483,140,freeviewing
1,novel_89,11,263,544,239,freeviewing
1,novel_89,12,258,508,195,freeviewing
1,novel_89,13,530,799,188,freeviewing
1,novel_89,14,293,481,156,freeviewing
1,novel_89,15,443,730,185,freeviewing
1,novel_89,16,445,705,202,freeviewing
1,novel_89,17,465,638,27,freeviewing
1,novel_89,18,501,620,234,freeviewing
1,novel_89,19,116,581,276,freeviewing
1,familiar_55,1,1151,832,268,freeviewing
1,familiar_55,2,880,135,134,freeviewing
1,familiar_55,3,1240,891,126,freeviewing
1,familiar_55,4,1311,926,168,freeviewing
1,familiar_55,5,782,845,313,freeviewing
1,familiar_55,6,748,839,202,freeviewing
1,familiar_55,7,890,825,240,freeviewing
1,familiar_55,8,893,651,189,freeviewing
1,familiar_55,9,916,523,201,freeviewing
1,familiar_55,10,861,509,202,freeviewing
1,familiar_55,11,599,632,190,freeviewing
1,familiar_55,12,437,512,251,freeviewing
1,familiar_55,13,584,637,175,freeviewing
1,familiar_55,14,605,1003,245,freeviewing
1,familiar_55,15,145,1006,284,freeviewing
1,familiar_55,16,163,980,267,freeviewing
1,novel_82,1,654,519,237,freeviewing
1,novel_82,2,226,640,207,freeviewing
1,novel_82,3,235,451,153,freeviewing
1,novel_82,4,282,599,149,freeviewing
1,novel_82,5,238,456,284,freeviewing
1,novel_82,6,403,394,345,freeviewing
1,novel_82,7,509,402,258,freeviewing
1,novel_82,8,656,488,211,freeviewing
1,novel_82,9,535,487,678,freeviewing
1,novel_82,10,491,270,261,freeviewing
1,novel_82,11,942,394,121,freeviewing
1,novel_82,12,197,396,215,freeviewing
1,novel_82,13,195,436,190,freeviewing
1,novel_82,14,265,341,180,freeviewing
1,novel_82,15,340,837,208,freeviewing
1,novel_82,16,343,717,211,freeviewing
1,novel_13,1,641,532,233,freeviewing
1,novel_13,2,615,199,255,freeviewing
1,novel_13,3,821,331,195,freeviewing
1,novel_13,4,719,420,152,freeviewing
1,novel_13,5,850,854,206,freeviewing
1,novel_13,6,576,806,369,freeviewing
1,novel_13,7,203,991,244,freeviewing
1,novel_13,8,406,955,114,freeviewing
1,novel_13,9,399,966,182,freeviewing
1,novel_13,10,398,944,204,freeviewing
1,novel_13,11,366,1057,185,freeviewing
1,novel_13,12,490,540,303,freeviewing
1,novel_13,13,651,528,216,freeviewing
1,novel_13,14,387,529,163,freeviewing
1,novel_13,15,588,494,257,freeviewing
1,novel_13,16,702,735,144,freeviewing
1,familiar_35,1,685,508,262,freeviewing
1,familiar_35,2,1021,540,246,freeviewing
1,familiar_35,3,1001,466,256,freeviewing
1,familiar_35,4,257,588,215,freeviewing
1,familiar_35,5,303,654,35,freeviewing
1,familiar_35,6,327,683,192,freeviewing
1,familiar_35,7,505,810,334,freeviewing
1,familiar_35,8,610,716,231,freeviewing
1,familiar_35,9,579,728,206,freeviewing
1,familiar_35,10,501,814,310,freeviewing
1,familiar_35,11,864,504,209,freeviewing
1,familiar_35,12,847,459,145,freeviewing
1,familiar_35,13,849,513,263,freeviewing
1,familiar_35,14,671,575,300,freeviewing
1,familiar_35,15,130,832,241,freeviewing
1,familiar_35,16,181,835,268,freeviewing
1,familiar_35,17,425,884,342,freeviewing
1,familiar_35,18,485,804,371,freeviewing
1,novel_42,1,718,399,309,freeviewing
1,novel_42,2,698,426,187,freeviewing
1,novel_42,3,756,258,243,freeviewing
1,novel_42,4,902,650,173,freeviewing
1,novel_42,5,1168,579,202,freeviewing
1,novel_42,6,946,928,158,freeviewing
1,novel_42,7,957,441,302,freeviewing
1,novel_42,8,1235,439,153,freeviewing
1,novel_42,9,903,221,216,freeviewing
1,novel_42,10,658,385,243,freeviewing
1,novel_42,11,456,664,296,freeviewing
1,novel_42,12,306,705,198,freeviewing
1,novel_42,13,122,516,240,freeviewing
1,novel_42,14,140,181,183,freeviewing
1,novel_42,15,464,345,217,freeviewing
1,novel_42,16,631,380,300,freeviewing
1,novel_42,17,756,241,227,freeviewing
1,novel_42,18,911,668,226,freeviewing
1,novel_42,19,1358,849,250,freeviewing
1,novel_46,1,938,533,273,freeviewing
1,novel_46,2,1093,522,198,freeviewing
1,novel_46,3,1203,426,217,freeviewing
1,novel_46,4,1275,346,199,freeviewing
1,novel_46,5,1152,173,176,freeviewing
1,novel_46,6,1223,483,190,freeviewing
1,novel_46,7,1216,446,154,freeviewing
1,novel_46,8,1157,484,201,freeviewing
1,novel_46,9,694,930,179,freeviewing
1,novel_46,10,713,745,151,freeviewing
1,novel_46,11,724,977,203,freeviewing
1,novel_46,12,560,766,181,freeviewing
1,novel_46,13,309,1049,118,freeviewing
1,novel_46,14,297,1023,237,freeviewing
1,novel_46,15,578,542,260,freeviewing
1,novel_46,16,432,537,205,freeviewing
1,novel_46,17,256,521,289,freeviewing
1,familiar_98,1,1215,568,138,freeviewing
1,familiar_98,2,903,768,155,freeviewing
1,familiar_98,3,613,142,236,freeviewing
1,familiar_98,4,754,826,117,freeviewing
1,familiar_98,5,382,306,143,freeviewing
1,familiar_98,6,810,802,221,freeviewing
1,familiar_98,7,931,751,222,freeviewing
1,familiar_98,8,684,962,198,freeviewing
1,familiar_98,9,677,1016,183,freeviewing
1,familiar_98,10,718,929,169,freeviewing
1,familiar_98,11,858,1024,506,freeviewing
1,familiar_98,12,824,1072,137,freeviewing
1,familiar_98,13,979,830,161,freeviewing
1,familiar_98,14,826,1071,266,freeviewing
1,novel_63,1,695,607,214,freeviewing
1,novel_63,2,550,621,191,freeviewing
1,novel_63,3,1019,691,262,freeviewing
1,novel_63,4,893,909,174,freeviewing
1,novel_63,5,1194,705,224,freeviewing
1,novel_63,6,1262,988,249,freeviewing
1,novel_63,7,897,359,156,freeviewing
1,novel_63,8,1341,762,138,freeviewing
1,novel_63,9,796,236,261,freeviewing
1,novel_63,10,733,333,169,freeviewing
1,novel_63,11,632,393,247,freeviewing
1,novel_63,12,167,696,127,freeviewing
1,novel_63,13,373,304,252,freeviewing
1,novel_63,14,830,598,156,freeviewing
1,novel_63,15,560,567,360,freeviewing
1,novel_63,16,541,482,188,freeviewing
1,novel_63,17,372,1018,276,freeviewing
1,novel_63,18,87,1004,113,freeviewing
1,novel_63,19,618,732,137,freeviewing
1,novel_63,20,0,948,257,freeviewing
1,familiar_91,1,478,741,355,freeviewing
1,familiar_91,2,283,1075,223,freeviewing
1,familiar_91,3,775,643,191,freeviewing
1,familiar_91,4,121,499,227,freeviewing
1,familiar_91,5,395,341,143,freeviewing
1,familiar_91,6,1167,661,104,freeviewing
1,familiar_91,7,709,259,186,freeviewing
1,familiar_91,8,1217,606,183,freeviewing
1,familiar_91,9,1213,628,158,freeviewing
1,familiar_91,10,931,739,287,freeviewing
1,familiar_91,11,758,343,215,freeviewing
1,familiar_91,12,805,396,162,freeviewing
1,familiar_91,13,1219,647,312,freeviewing
1,familiar_2,1,726,784,153,freeviewing
1,familiar_2,2,1128,706,276,freeviewing
1,familiar_2,3,1311,230,48,freeviewing
1,familiar_2,4,1301,232,153,freeviewing
1,familiar_2,5,768,889,256,freeviewing
1,familiar_2,6,102,850,257,freeviewing
1,familiar_2,7,406,316,202,freeviewing
1,familiar_2,8,493,362,83,freeviewing
1,familiar_2,9,356,295,252,freeviewing
1,familiar_2,10,622,287,315,freeviewing
1,familiar_2,11,707,398,21,freeviewing
1,familiar_2,12,818,467,218,freeviewing
1,familiar_2,13,780,203,364,freeviewing
1,familiar_2,14,332,252,178,freeviewing
1,familiar_2,15,408,303,191,freeviewing
1,familiar_2,16,479,364,351,freeviewing
1,familiar_2,17,468,330,194,freeviewing
1,familiar_2,18,364,583,245,freeviewing
1,familiar_2,19,211,569,271,freeviewing
1,familiar_2,20,748,116,253,freeviewing
1,familiar_53,1,477,613,301,freeviewing
1,familiar_53,2,557,474,207,freeviewing
1,familiar_53,3,971,699,411,freeviewing
1,familiar_53,4,1180,347,252,freeviewing
1,familiar_53,5,1248,231,45,freeviewing
1,familiar_53,6,1052,188,172,freeviewing
1,familiar_53,7,1306,105,177,freeviewing
1,familiar_53,8,1303,63,320,freeviewing
1,familiar_53,9,1352,350,216,freeviewing
1,familiar_53,10,1026,187,208,freeviewing
1,familiar_53,11,808,342,202,freeviewing
1,familiar_53,12,603,490,203,freeviewing
1,familiar_53,13,788,442,187,freeviewing
1,familiar_53,14,641,504,180,freeviewing
1,familiar_53,15,612,494,223,freeviewing
1,familiar_53,16,940,687,200,freeviewing
1,familiar_53,17,510,754,202,freeviewing
1,familiar_53,18,187,1054,186,freeviewing
1,familiar_53,19,329,856,167,freeviewing
1,novel_72,1,1061,629,140,freeviewing
1,novel_72,2,951,858,123,freeviewing
1,novel_72,3,1053,618,312,freeviewing
1,novel_72,4,721,1078,231,freeviewing
1,novel_72,5,950,863,251,freeviewing
1,novel_72,6,333,572,269,freeviewing
1,novel_72,7,559,552,139,freeviewing
1,novel_72,8,245,410,138,freeviewing
1,novel_72,9,530,591,125,freeviewing
1,novel_72,10,551,667,224,freeviewing
1,novel_72,11,556,559,185,freeviewing
1,novel_72,12,368,767,214,freeviewing
1,novel_72,13,284,625,171,freeviewing
1,novel_72,14,229,753,178,freeviewing
1,novel_72,15,180,527,201,freeviewing
1,novel_72,16,254,417,225,freeviewing
1,novel_72,17,321,301,209,freeviewing
1,novel_72,18,494,214,202,freeviewing
1,novel_72,19,515,315,221,freeviewing
1,novel_86,1,546,693,85,freeviewing
1,novel_86,2,891,613,167,freeviewing
1,novel_86,3,504,693,308,freeviewing
1,novel_86,4,885,727,206,freeviewing
1,novel_86,5,620,831,258,freeviewing
1,novel_86,6,160,873,216,freeviewing
1,novel_86,7,114,652,138,freeviewing
1,novel_86,8,160,773,269,freeviewing
1,novel_86,9,412,411,155,freeviewing
1,novel_86,10,920,614,230,freeviewing
1,novel_86,11,891,623,229,freeviewing
1,novel_86,12,888,655,233,freeviewing
1,novel_86,13,1010,795,268,freeviewing
1,novel_86,14,544,834,362,freeviewing
1,familiar_9,1,678,695,249,freeviewing
1,familiar_9,2,675,736,182,freeviewing
1,familiar_9,3,418,1010,150,freeviewing
1,familiar_9,4,897,655,224,freeviewing
1,familiar_9,5,1037,226,242,freeviewing
1,familiar_9,6,638,120,214,freeviewing
1,familiar_9,7,397,340,165,freeviewing
1,familiar_9,8,451,139,211,freeviewing
1,familiar_9,9,153,776,211,freeviewing
1,familiar_9,10,503,82,227,freeviewing
1,familiar_9,11,1054,745,200,freeviewing
1,familiar_9,12,767,1021,190,freeviewing
1,familiar_48,1,674,483,321,freeviewing
1,familiar_48,2,887,224,268,freeviewing
1,familiar_48,3,1221,487,205,freeviewing
1,familiar_48,4,1294,821,164,freeviewing
1,familiar_48,5,1416,432,246,freeviewing
1,familiar_48,6,972,971,234,freeviewing
1,familiar_48,7,60,956,275,freeviewing
1,familiar_48,8,717,924,289,freeviewing
1,familiar_48,9,711,971,201,freeviewing
1,familiar_48,10,911,494,263,freeviewing
1,familiar_48,11,661,496,126,freeviewing
1,familiar_48,12,1019,646,167,freeviewing
1,familiar_48,13,885,240,212,freeviewing
1,familiar_48,14,993,573,234,freeviewing
1,familiar_48,15,1309,849,312,freeviewing
1,novel_35,1,618,477,300,freeviewing
1,novel_35,2,922,487,139,freeviewing
1,novel_35,3,443,386,117,freeviewing
1,novel_35,4,940,397,202,freeviewing
1,novel_35,5,973,289,252,freeviewing
1,novel_35,6,1031,313,157,freeviewing
1,novel_35,7,1261,870,326,freeviewing
1,novel_35,8,1147,898,143,freeviewing
1,novel_35,9,1380,894,273,freeviewing
1,novel_35,10,948,527,267,freeviewing
1,novel_35,11,679,611,266,freeviewing
1,novel_35,12,672,579,36,freeviewing
1,novel_35,13,509,683,174,freeviewing
1,novel_35,14,437,387,308,freeviewing
1,novel_35,15,435,455,349,freeviewing
1,novel_35,16,337,1033,259,freeviewing
1,novel_35,17,98,899,124,freeviewing
1,novel_35,18,488,658,154,freeviewing
1,novel_35,19,112,874,192,freeviewing
1,novel_35,20,124,897,249,freeviewing
1,familiar_96,1,680,487,186,freeviewing
1,familiar_96,2,509,550,193,freeviewing
1,familiar_96,3,444,663,331,freeviewing
1,familiar_96,4,328,710,78,freeviewing
1,familiar_96,5,303,827,208,freeviewing
1,familiar_96,6,670,787,312,freeviewing
1,familiar_96,7,1204,687,189,freeviewing
1,familiar_96,8,1259,856,119,freeviewing
1,familiar_96,9,1152,711,241,freeviewing
1,familiar_96,10,925,459,233,freeviewing
1,familiar_96,11,707,537,150,freeviewing
1,familiar_96,12,945,477,144,freeviewing
1,familiar_96,13,636,447,241,freeviewing
1,familiar_96,14,160,295,200,freeviewing
1,familiar_96,15,784,98,187,freeviewing
1,familiar_96,16,1266,553,495,freeviewing
1,familiar_96,17,1248,642,274,freeviewing
1,familiar_96,18,1368,568,129,freeviewing
1,familiar_96,19,1238,665,257,freeviewing
1,familiar_85,1,446,785,209,freeviewing
1,familiar_85,2,126,823,256,freeviewing
1,familiar_85,3,494,981,261,freeviewing
1,familiar_85,4,324,110,214,freeviewing
1,familiar_85,5,1000,716,187,freeviewing
1,familiar_85,6,1152,591,168,freeviewing
1,familiar_85,7,808,519,244,freeviewing
1,familiar_85,8,1248,856,308,freeviewing
1,familiar_85,9,1239,1001,274,freeviewing
1,familiar_85,10,752,974,197,freeviewing
1,familiar_85,11,743,995,104,freeviewing
1,familiar_85,12,1214,986,331,freeviewing
1,familiar_17,1,66,163,248,freeviewing
1,familiar_17,2,85,714,221,freeviewing
1,familiar_17,3,640,396,120,freeviewing
1,familiar_17,4,224,616,330,freeviewing
1,familiar_17,5,715,588,293,freeviewing
1,familiar_17,6,1005,300,213,freeviewing
1,familiar_17,7,1041,245,200,freeviewing
1,familiar_17,8,1173,853,203,freeviewing
1,familiar_17,9,85,937,236,freeviewing
1,novel_73,1,524,392,392,freeviewing
1,novel_73,2,431,312,112,freeviewing
1,novel_73,3,690,167,338,freeviewing
1,novel_73,4,579,172,288,freeviewing
1,novel_73,5,375,853,278,freeviewing
1,novel_73,6,770,1025,93,freeviewing
1,novel_73,7,71,700,199,freeviewing
1,novel_73,8,122,652,173,freeviewing
1,novel_73,9,143,620,220,freeviewing
1,novel_73,10,143,762,160,freeviewing
1,novel_73,11,204,588,314,freeviewing
1,novel_73,12,280,750,262,freeviewing
1,novel_73,13,205,825,196,freeviewing
1,novel_73,14,519,688,173,freeviewing
1,novel_73,15,359,1004,329,freeviewing
1,novel_73,16,283,1048,146,freeviewing
1,novel_73,17,297,987,292,freeviewing
1,familiar_94,1,721,553,159,freeviewing
1,familiar_94,2,352,487,258,freeviewing
1,familiar_94,3,379,874,194,freeviewing
1,familiar_94,4,143,978,219,freeviewing
1,familiar_94,5,62,871,174,freeviewing
1,familiar_94,6,175,1065,240,freeviewing
1,familiar_94,7,531,1064,223,freeviewing
1,familiar_94,8,1091,875,164,freeviewing
1,familiar_94,9,1090,881,353,freeviewing
1,familiar_94,10,1124,780,127,freeviewing
1,familiar_94,11,1309,947,196,freeviewing
1,familiar_94,12,1330,999,284,freeviewing
1,familiar_94,13,1203,283,212,freeviewing
1,familiar_94,14,802,415,173,freeviewing
1,familiar_94,15,366,495,273,freeviewing
1,novel_20,1,474,522,320,freeviewing
1,novel_20,2,142,589,563,freeviewing
1,novel_20,3,469,518,186,freeviewing
1,novel_20,4,265,646,152,freeviewing
1,novel_20,5,448,514,412,freeviewing
1,novel_20,6,465,582,22,freeviewing
1,novel_20,7,524,570,571,freeviewing
1,novel_20,8,946,628,173,freeviewing
1,novel_20,9,492,597,390,freeviewing
1,novel_20,10,371,624,201,freeviewing
1,novel_20,11,644,716,223,freeviewing
1,novel_20,12,570,910,176,freeviewing
1,novel_20,13,868,607,126,freeviewing
1,novel_20,14,956,993,254,freeviewing
1,novel_20,15,1303,1006,286,freeviewing
1,novel_20,16,1347,719,222,freeviewing
1,novel_41,1,987,639,363,freeviewing
1,novel_41,2,799,306,284,freeviewing
1,novel_41,3,284,666,232,freeviewing
1,novel_41,4,307,734,221,freeviewing
1,novel_41,5,302,275,216,freeviewing
1,novel_41,6,246,368,246,freeviewing
1,novel_41,7,569,472,124,freeviewing
1,novel_41,8,562,348,219,freeviewing
1,novel_41,9,567,444,290,freeviewing
1,novel_41,10,597,530,149,freeviewing
1,novel_41,11,359,641,211,freeviewing
1,novel_41,12,709,840,211,freeviewing
1,novel_41,13,613,465,236,freeviewing
1,novel_41,14,570,513,216,freeviewing
1,novel_41,15,527,351,373,freeviewing
1,novel_41,16,588,307,180,freeviewing
1,novel_41,17,425,397,232,freeviewing
1,novel_41,18,273,381,292,freeviewing
1,familiar_22,1,728,565,187,freeviewing
1,familiar_22,2,722,719,149,freeviewing
1,familiar_22,3,737,689,167,freeviewing
1,familiar_22,4,861,662,218,freeviewing
1,familiar_22,5,914,847,250,freeviewing
1,familiar_22,6,791,602,242,freeviewing
1,familiar_22,7,731,578,190,freeviewing
1,familiar_22,8,790,945,301,freeviewing
1,familiar_22,9,568,593,274,freeviewing
1,familiar_22,10,503,479,197,freeviewing
1,familiar_22,11,419,519,117,freeviewing
1,familiar_22,12,505,440,216,freeviewing
1,familiar_22,13,372,444,204,freeviewing
1,familiar_22,14,182,345,137,freeviewing
1,familiar_22,15,384,544,106,freeviewing
1,familiar_22,16,160,286,319,freeviewing
1,familiar_22,17,64,277,165,freeviewing
1,familiar_22,18,220,354,180,freeviewing
1,familiar_22,19,74,542,184,freeviewing
1,familiar_22,20,83,985,203,freeviewing
1,familiar_22,21,333,1037,167,freeviewing
1,novel_37,1,638,735,118,freeviewing
1,novel_37,2,753,724,179,freeviewing
1,novel_37,3,737,843,216,freeviewing
1,novel_37,4,358,739,138,freeviewing
1,novel_37,5,592,779,223,freeviewing
1,novel_37,6,539,439,245,freeviewing
1,novel_37,7,511,427,256,freeviewing
1,novel_37,8,669,440,349,freeviewing
1,novel_37,9,1011,570,170,freeviewing
1,novel_37,10,1038,481,251,freeviewing
1,novel_37,11,1247,474,204,freeviewing
1,novel_37,12,1074,607,273,freeviewing
1,novel_37,13,1042,481,276,freeviewing
1,novel_37,14,793,430,304,freeviewing
1,novel_37,15,896,256,151,freeviewing
1,novel_37,16,803,449,303,freeviewing
1,novel_37,17,835,512,121,freeviewing
1,novel_37,18,663,451,192,freeviewing
1,novel_37,19,745,712,269,freeviewing
1,familiar_65,1,682,834,163,freeviewing
1,familiar_65,2,887,470,249,freeviewing
1,familiar_65,3,885,484,246,freeviewing
1,familiar_65,4,981,355,171,freeviewing
1,familiar_65,5,985,441,158,freeviewing
1,familiar_65,6,961,411,213,freeviewing
1,familiar_65,7,1197,373,950,freeviewing
1,familiar_65,8,1239,493,457,freeviewing
1,familiar_65,9,1038,803,225,freeviewing
1,familiar_65,10,991,458,190,freeviewing
1,familiar_65,11,960,416,266,freeviewing
1,familiar_65,12,889,508,223,freeviewing
1,familiar_65,13,886,486,55,freeviewing
1,familiar_65,14,819,672,260,freeviewing
1,familiar_65,15,867,454,169,freeviewing
1,familiar_65,16,888,483,256,freeviewing
1,familiar_65,17,1210,422,253,freeviewing
1,novel_88,1,624,552,257,freeviewing
1,novel_88,2,821,386,263,freeviewing
1,novel_88,3,879,388,35,freeviewing
1,novel_88,4,945,151,245,freeviewing
1,novel_88,5,823,156,297,freeviewing
1,novel_88,6,888,821,235,freeviewing
1,novel_88,7,799,821,398,freeviewing
1,novel_88,8,729,817,187,freeviewing
1,novel_88,9,719,1003,254,freeviewing
1,novel_88,10,417,794,183,freeviewing
1,novel_88,11,421,734,277,freeviewing
1,novel_88,12,429,712,210,freeviewing
1,novel_88,13,267,829,233,freeviewing
1,novel_88,14,48,779,193,freeviewing
1,novel_88,15,154,479,214,freeviewing
1,novel_88,16,416,829,438,freeviewing
1,novel_88,17,415,763,126,freeviewing
1,novel_88,18,515,761,203,freeviewing
1,familiar_42,1,784,582,302,freeviewing
1,familiar_42,2,398,740,270,freeviewing
1,familiar_42,3,605,731,172,freeviewing
1,familiar_42,4,262,505,245,freeviewing
1,familiar_42,5,57,478,204,freeviewing
1,familiar_42,6,79,648,209,freeviewing
1,familiar_42,7,112,1034,226,freeviewing
1,familiar_42,8,255,955,182,freeviewing
1,familiar_42,9,434,397,247,freeviewing
1,familiar_42,10,473,415,126,freeviewing
1,familiar_42,11,358,356,144,freeviewing
1,familiar_42,12,469,416,218,freeviewing
1,familiar_42,13,675,205,217,freeviewing
1,familiar_42,14,895,156,219,freeviewing
1,familiar_42,15,848,258,175,freeviewing
1,familiar_42,16,765,606,189,freeviewing
1,familiar_42,17,1205,519,179,freeviewing
1,familiar_42,18,1239,526,55,freeviewing
1,familiar_42,19,1289,509,186,freeviewing
1,familiar_42,20,1205,521,564,freeviewing
1,familiar_51,1,712,475,236,freeviewing
1,familiar_51,2,935,193,235,freeviewing
1,familiar_51,3,1346,567,245,freeviewing
1,familiar_51,4,1148,966,100,freeviewing
1,familiar_51,5,1388,728,304,freeviewing
1,familiar_51,6,1400,759,197,freeviewing
1,familiar_51,7,734,424,278,freeviewing
1,familiar_51,8,732,485,27,freeviewing
1,familiar_51,9,769,524,354,freeviewing
1,familiar_51,10,834,395,165,freeviewing
1,familiar_51,11,847,798,245,freeviewing
1,familiar_51,12,1025,601,234,freeviewing
1,familiar_51,13,1259,405,244,freeviewing
1,familiar_51,14,708,452,281,freeviewing
1,familiar_51,15,257,766,263,freeviewing
1,familiar_51,16,87,900,236,freeviewing
1,familiar_51,17,150,820,178,freeviewing
1,novel_94,1,230,589,262,freeviewing
1,novel_94,2,244,566,246,freeviewing
1,novel_94,3,308,543,217,freeviewing
1,novel_94,4,380,251,237,freeviewing
1,novel_94,5,531,780,190,freeviewing
1,novel_94,6,1240,211,207,freeviewing
1,novel_94,7,905,800,277,freeviewing
1,novel_94,8,1108,983,181,freeviewing
1,novel_94,9,852,855,287,freeviewing
1,novel_94,10,141,860,206,freeviewing
1,novel_94,11,503,1009,260,freeviewing
1,novel_94,12,455,1079,239,freeviewing
1,novel_94,13,240,599,304,freeviewing
1,familiar_6,1,319,364,224,freeviewing
1,familiar_6,2,872,733,189,freeviewing
1,familiar_6,3,822,1011,225,freeviewing
1,familiar_6,4,936,711,136,freeviewing
1,familiar_6,5,190,740,199,freeviewing
1,familiar_6,6,624,518,210,freeviewing
1,familiar_6,7,1155,926,286,freeviewing
1,familiar_6,8,844,304,169,freeviewing
1,familiar_6,9,1023,438,184,freeviewing
1,familiar_6,10,1407,529,204,freeviewing
1,familiar_6,11,923,654,160,freeviewing
1,familiar_6,12,1372,967,299,freeviewing
1,familiar_7,1,653,678,141,freeviewing
1,familiar_7,2,681,428,188,freeviewing
1,familiar_7,3,926,330,204,freeviewing
1,familiar_7,4,1347,748,157,freeviewing
1,familiar_7,5,1385,650,185,freeviewing
1,familiar_7,6,112,457,169,freeviewing
1,familiar_7,7,357,814,145,freeviewing
1,familiar_7,8,246,970,148,freeviewing
1,familiar_7,9,627,1073,252,freeviewing
1,familiar_7,10,187,1000,232,freeviewing
1,familiar_7,11,200,1022,144,freeviewing
1,familiar_7,12,154,974,262,freeviewing
1,familiar_7,13,1281,757,304,freeviewing
1,familiar_7,14,1374,639,338,freeviewing
1,familiar_59,1,704,618,280,freeviewing
1,familiar_59,2,225,178,227,freeviewing
1,familiar_59,3,172,181,109,freeviewing
1,familiar_59,4,165,84,293,freeviewing
1,familiar_59,5,122,35,218,freeviewing
1,familiar_59,6,581,122,238,freeviewing
1,familiar_59,7,595,230,200,freeviewing
1,familiar_59,8,947,249,174,freeviewing
1,familiar_59,9,886,640,238,freeviewing
1,familiar_59,10,722,638,196,freeviewing
1,familiar_59,11,895,882,164,freeviewing
1,familiar_59,12,810,735,152,freeviewing
1,familiar_59,13,875,995,225,freeviewing
1,familiar_59,14,1123,882,173,freeviewing
1,familiar_59,15,1126,780,435,freeviewing
1,familiar_59,16,871,669,173,freeviewing
1,novel_19,1,739,599,31,freeviewing
1,novel_19,2,682,615,196,freeviewing
1,novel_19,3,1232,692,237,freeviewing
1,novel_19,4,930,734,184,freeviewing
1,novel_19,5,1039,927,203,freeviewing
1,novel_19,6,568,975,230,freeviewing
1,novel_19,7,372,878,199,freeviewing
1,novel_19,8,99,1049,242,freeviewing
1,novel_19,9,489,698,249,freeviewing
1,novel_19,10,389,662,282,freeviewing
1,novel_19,11,514,612,211,freeviewing
1,novel_19,12,1079,883,375,freeviewing
1,novel_19,13,1379,530,229,freeviewing
1,novel_19,14,1335,761,312,freeviewing
1,familiar_57,1,613,507,256,freeviewing
1,familiar_57,2,728,845,256,freeviewing
1,familiar_57,3,1029,877,205,freeviewing
1,familiar_57,4,824,910,204,freeviewing
1,familiar_57,5,685,1060,178,freeviewing
1,familiar_57,6,465,1030,165,freeviewing
1,familiar_57,7,224,444,269,freeviewing
1,familiar_57,8,186,426,200,freeviewing
1,familiar_57,9,261,614,260,freeviewing
1,familiar_57,10,560,527,201,freeviewing
1,familiar_57,11,193,812,232,freeviewing
1,familiar_57,12,86,1031,198,freeviewing
1,familiar_57,13,455,1029,155,freeviewing
1,familiar_57,14,485,918,231,freeviewing
1,familiar_57,15,601,825,249,freeviewing
1,familiar_57,16,1100,943,249,freeviewing
1,familiar_57,17,1043,866,117,freeviewing
1,familiar_57,18,1351,834,202,freeviewing
1,familiar_57,19,1381,808,215,freeviewing
1,familiar_68,1,343,411,263,freeviewing
1,familiar_68,2,293,528,205,freeviewing
1,familiar_68,3,383,507,238,freeviewing
1,familiar_68,4,126,769,162,freeviewing
1,familiar_68,5,580,445,280,freeviewing
1,familiar_68,6,1117,340,234,freeviewing
1,familiar_68,7,1041,676,284,freeviewing
1,familiar_68,8,1091,625,219,freeviewing
1,familiar_68,9,1296,778,159,freeviewing
1,familiar_68,10,622,411,275,freeviewing
1,familiar_68,11,788,786,206,freeviewing
1,familiar_68,12,332,574,154,freeviewing
1,familiar_68,13,382,854,216,freeviewing
1,familiar_68,14,77,1003,245,freeviewing
1,familiar_90,1,627,422,242,freeviewing
